match_id,map_number,mode,map_name,team,opponent,player_slot,player_name,map_winner,kills,deaths,assists,non_traded_kills,highest_streak,damage,overloads,obj_kills,kills_per_minute,highest_multikill,accuracy_pct,score,data_source,is_lan
2026_M1Q1S37_TOR_MIN,3,OVLD,Den,MIN,TOR,1,MAMBA,MIN,23,19,8.0,20.0,3.0,2600,0.0,1,2.3,2.0,26.0,3290.0,YT,0
2026_M1Q1S37_TOR_MIN,3,OVLD,Den,MIN,TOR,2,SKYZ,MIN,22,24,11.0,17.0,4.0,3380,1.0,1,2.2,2.0,30.0,3715.0,YT,0
2026_M1Q1S37_TOR_MIN,3,OVLD,Den,MIN,TOR,3,ESTREAL,MIN,30,23,9.0,21.0,4.0,3534,0.0,3,3.0,2.0,25.0,4285.0,YT,0
2026_M1Q1S37_TOR_MIN,3,OVLD,Den,MIN,TOR,4,KREMP,MIN,27,23,6.0,14.0,3.0,3023,1.0,4,2.7,2.0,30.0,3975.0,YT,0
2026_M1Q1S37_TOR_MIN,3,OVLD,Den,TOR,MIN,5,JOEDECEIVES,MIN,21,22,7.0,14.0,4.0,2599,0.0,3,2.1,0.0,30.0,3010.0,YT,0
2026_M1Q1S37_TOR_MIN,3,OVLD,Den,TOR,MIN,6,REEAL,MIN,22,29,6.0,8.0,3.0,2804,0.0,3,2.2,2.0,32.0,2940.0,YT,0
2026_M1Q1S37_TOR_MIN,3,OVLD,Den,TOR,MIN,7,INSIGHT,MIN,22,23,7.0,14.0,4.0,3029,0.0,1,2.2,2.0,28.0,3175.0,YT,0
2026_M1Q1S37_TOR_MIN,3,OVLD,Den,TOR,MIN,8,CLEANX,MIN,24,28,10.0,16.0,3.0,3308,0.0,1,2.4,2.0,34.0,3690.0,YT,0
2026_M1Q1S38_RYD_NY,3,OVLD,Exposure,RYD,NY,1,CELLIUM,RYD,21,16,7.0,17.0,4.0,2802,0.0,1,2.1,0.0,29.0,3095.0,YT,0
2026_M1Q1S38_RYD_NY,3,OVLD,Exposure,RYD,NY,2,PRED,RYD,22,20,11.0,14.0,3.0,2597,1.0,2,2.2,2.0,32.0,3790.0,YT,0
2026_M1Q1S38_RYD_NY,3,OVLD,Exposure,RYD,NY,3,EXNID,RYD,29,22,10.0,22.0,4.0,3259,0.0,1,2.9,3.0,42.0,4040.0,YT,0
2026_M1Q1S38_RYD_NY,3,OVLD,Exposure,RYD,NY,4,KISMET,RYD,21,25,11.0,11.0,5.0,3083,3.0,1,2.1,0.0,27.0,4220.0,YT,0
2026_M1Q1S38_RYD_NY,3,OVLD,Exposure,NY,RYD,5,VIVID,RYD,25,21,7.0,19.0,4.0,3132,0.0,1,2.5,2.0,36.0,3280.0,YT,0
2026_M1Q1S38_RYD_NY,3,OVLD,Exposure,NY,RYD,6,MACK,RYD,21,24,6.0,15.0,2.0,2334,0.0,0,2.1,2.0,33.0,2815.0,YT,0
2026_M1Q1S38_RYD_NY,3,OVLD,Exposure,NY,RYD,7,AFRO,RYD,14,25,9.0,10.0,2.0,1888,1.0,0,1.4,0.0,33.0,2785.0,YT,0
2026_M1Q1S38_RYD_NY,3,OVLD,Exposure,NY,RYD,8,BEANS,RYD,23,23,8.0,14.0,3.0,3117,1.0,2,2.3,2.0,30.0,3660.0,YT,0
2026_M1Q1S39_LAT_BOS,3,OVLD,Den,BOS,LAT,1,PURJ,BOS,17,18,16.0,11.0,3.0,2286,2.0,1,1.7,2.0,31.0,4100.0,YT,0
2026_M1Q1S39_LAT_BOS,3,OVLD,Den,BOS,LAT,2,CAMMY,BOS,27,23,13.0,20.0,5.0,3550,0.0,2,2.7,3.0,35.0,4155.0,YT,0
2026_M1Q1S39_LAT_BOS,3,OVLD,Den,BOS,LAT,3,SNOOPY,BOS,30,20,10.0,21.0,4.0,3399,1.0,3,3.0,2.0,31.0,4585.0,YT,0
2026_M1Q1S39_LAT_BOS,3,OVLD,Den,BOS,LAT,4,NASTIE,BOS,27,18,6.0,21.0,6.0,3052,1.0,1,2.7,2.0,31.0,3775.0,YT,0
2026_M1Q1S39_LAT_BOS,3,OVLD,Den,LAT,BOS,5,SCRAP,BOS,20,24,10.0,14.0,4.0,3202,1.0,2,2.0,2.0,7.0,3515.0,YT,0
2026_M1Q1S39_LAT_BOS,3,OVLD,Den,LAT,BOS,6,KENNY,BOS,20,28,9.0,13.0,3.0,2289,0.0,3,2.0,2.0,27.0,3050.0,YT,0
2026_M1Q1S39_LAT_BOS,3,OVLD,Den,LAT,BOS,7,ABEZY,BOS,16,24,12.0,8.0,2.0,2421,1.0,1,1.6,0.0,31.0,3200.0,YT,0
2026_M1Q1S39_LAT_BOS,3,OVLD,Den,LAT,BOS,8,HYDRA,BOS,23,26,6.0,13.0,3.0,2480,0.0,0,2.3,0.0,30.0,2970.0,YT,0
2026_M1Q1S40_PAR_MIA,3,OVLD,Exposure,MIA,PAR,1,TRAIX,PAR,24,23,5.0,15.0,4.0,3085,0.0,3,2.4,3.0,37.0,3155.0,YT,0
2026_M1Q1S40_PAR_MIA,3,OVLD,Exposure,MIA,PAR,2,RENKOR,PAR,23,21,6.0,16.0,3.0,2886,1.0,0,2.3,2.0,33.0,3505.0,YT,0
2026_M1Q1S40_PAR_MIA,3,OVLD,Exposure,MIA,PAR,3,SUPER,PAR,20,17,6.0,16.0,5.0,2696,0.0,2,2.0,3.0,25.0,2830.0,YT,0
2026_M1Q1S40_PAR_MIA,3,OVLD,Exposure,MIA,PAR,4,METTALZ,PAR,21,23,10.0,18.0,5.0,2993,0.0,1,2.1,2.0,35.0,3325.0,YT,0
2026_M1Q1S40_PAR_MIA,3,OVLD,Exposure,PAR,MIA,5,ENVOY,PAR,26,24,10.0,16.0,5.0,3239,2.0,4,2.6,2.0,29.0,4455.0,YT,0
2026_M1Q1S40_PAR_MIA,3,OVLD,Exposure,PAR,MIA,6,NEPTUNE,PAR,15,21,7.0,10.0,3.0,2381,0.0,1,1.5,3.0,30.0,2330.0,YT,0
2026_M1Q1S40_PAR_MIA,3,OVLD,Exposure,PAR,MIA,7,SIB,PAR,26,21,5.0,21.0,4.0,3395,0.0,3,2.6,2.0,31.0,3405.0,YT,0
2026_M1Q1S40_PAR_MIA,3,OVLD,Exposure,PAR,MIA,8,GHOSTY,PAR,17,22,10.0,12.0,3.0,2019,1.0,4,1.7,3.0,25.0,3395.0,YT,0
2026_M1Q1S41_LAT_CAR,3,OVLD,Scar,CAR,LAT,1,EXCEED,LAT,22,28,17.0,12.0,3.0,2959,0.0,2,2.44,2.0,34.0,4320.0,YT,0
2026_M1Q1S41_LAT_CAR,3,OVLD,Scar,CAR,LAT,2,NERO,LAT,30,30,11.0,18.0,4.0,3520,0.0,1,3.33,2.0,28.0,4210.0,YT,0
2026_M1Q1S41_LAT_CAR,3,OVLD,Scar,CAR,LAT,3,CRAZE,LAT,18,35,14.0,7.0,3.0,3020,0.0,2,2.0,2.0,33.0,3370.0,YT,0
2026_M1Q1S41_LAT_CAR,3,OVLD,Scar,CAR,LAT,4,LURQXX,LAT,28,31,8.0,12.0,3.0,3035,0.0,2,3.11,2.0,31.0,3680.0,YT,0
2026_M1Q1S41_LAT_CAR,3,OVLD,Scar,LAT,CAR,5,SCRAP,LAT,26,27,11.0,16.0,3.0,3341,3.0,3,2.89,3.0,6.0,4940.0,YT,0
2026_M1Q1S41_LAT_CAR,3,OVLD,Scar,LAT,CAR,6,KENNY,LAT,36,23,4.0,22.0,5.0,3555,3.0,0,4.0,3.0,35.0,5235.0,YT,0
2026_M1Q1S41_LAT_CAR,3,OVLD,Scar,LAT,CAR,7,ABEZY,LAT,26,27,11.0,17.0,4.0,3387,0.0,1,2.89,2.0,38.0,4000.0,YT,0
2026_M1Q1S41_LAT_CAR,3,OVLD,Scar,LAT,CAR,8,HYDRA,LAT,36,21,10.0,22.0,4.0,3909,1.0,0,4.0,2.0,36.0,5215.0,YT,0
2026_M1Q1S42_VAN_VGS,3,OVLD,Den,VGS,VAN,1,ABUZAH,VGS,29,21,7.0,21.0,5.0,3355,4.0,2,2.9,2.0,35.0,5095.0,YT,0
2026_M1Q1S42_VAN_VGS,3,OVLD,Den,VGS,VAN,2,DRAZAH,VGS,23,22,13.0,16.0,5.0,3551,2.0,0,2.3,2.0,30.0,4310.0,YT,0
2026_M1Q1S42_VAN_VGS,3,OVLD,Den,VGS,VAN,3,04,VGS,21,23,6.0,18.0,5.0,2857,0.0,1,2.1,2.0,32.0,2895.0,YT,0
2026_M1Q1S42_VAN_VGS,3,OVLD,Den,VGS,VAN,4,SIMP,VGS,40,24,11.0,28.0,5.0,4745,0.0,5,4.0,3.0,36.0,5420.0,YT,0
2026_M1Q1S42_VAN_VGS,3,OVLD,Den,VAN,VGS,5,TJHALY,VGS,25,29,9.0,15.0,3.0,2849,0.0,4,2.5,3.0,28.0,3670.0,YT,0
2026_M1Q1S42_VAN_VGS,3,OVLD,Den,VAN,VGS,6,ABE,VGS,21,30,7.0,14.0,6.0,2768,0.0,2,2.1,2.0,32.0,2945.0,YT,0
2026_M1Q1S42_VAN_VGS,3,OVLD,Den,VAN,VGS,7,LUNARZ,VGS,19,25,10.0,16.0,3.0,3300,1.0,1,1.9,2.0,29.0,3405.0,YT,0
2026_M1Q1S42_VAN_VGS,3,OVLD,Den,VAN,VGS,8,GWINN,VGS,25,30,11.0,16.0,3.0,3733,1.0,1,2.5,2.0,28.0,4115.0,YT,0
